Population code,Species,Reidentification,Reidentifier,Notes,Collector + number,Provider identifier,Locality,Country,State,County,Latitude,Longitude,GPS source,,# individuals,Verbatim latitude,Verbatim longitude,Provider acronym,,Qubit 1,Qubit 2,Qubit average,Qubit 1 (Cleaned),Qubit 2 (Cleaned) ,Qubit average (Cleaneed,Cleaned to 50𝜇l,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of TE to add,Library made,Note
E1453,Heuchera americana var. americana,,,,Douglass 1365,NCU00180876,"On steep, east-facing bluff overlooking the Savannah River; Site #10, about 0.5 mile south of the Ga. 72 bridge over the Savannah River",,GA,Elbert,34.0625,-82.641667,SERNEC,,,34.0625,-82.641667,NCU,,20.1,19.3,19.7,,,,,2423.1,25.38071066,Vacuum centrifuge then add 25 uL,,
E1454,Heuchera americana var. americana,,,,Furr 329,NCU00180877,"Ga. hwy. 5, near Mill Creek, 4.4 miles S. of Pickens Co. line",,GA,Pickens,34.1194318,-82.8408412,County centroid,,,,,NCU,,3.03,2.93,2.98,,,,,366.54,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1455,Heuchera americana var. americana,,,,Walker 179,NCU00180878,"Newington Blue Spring Bluff area, Savannah River, in area of boat landing",,GA,Screven,34.4630619,-84.4682402,County centroid,,,,,NCU,,5.74,5.56,5.65,,,,,694.95,88.49557522,Vacuum centrifuge then add 25 uL,,
E1456,Heuchera americana var. americana,,,,Faircloth 855,NCU00180879,granite outcrop 1.6 mi N of Walnut Grove on Ga-81,,GA,Walton,32.7623379,-81.6272037,County centroid,,,,,NCU,,4.88,4.71,4.795,,,,,589.785,104.2752868,Vacuum centrifuge then add 25 uL,,
E1457,Heuchera americana var. americana,,,,Furr 582,NCU00180880,Cumberland Gap,,KY,Bell,33.762884,-83.740416,County centroid,,,,,NCU,,4.56,4.4,4.48,,,,,551.04,111.6071429,Vacuum centrifuge then add 25 uL,,
E1458,Heuchera americana var. americana,,,,Athey 3076,NCU00128871,"Pineville. at Bear Wallow Gap, Pine Mountain State Park",,KY,Bell,36.7370344,-83.6491695,County centroid,,,,,NCU,,7.73,7.52,7.625,,,,,937.875,65.57377049,Vacuum centrifuge then add 25 uL,,
E1459,Heuchera americana var. hirsuticaulis,,,,Wilson 234,NCU00180881,"Sandy Branch, Carlisle Co. 7.1 km. WSW Bardwell, 2.2 km. SE Laketon",,KY,Carlisle,36.848,-89.085,SERNEC,,,36.848,-89.085,NCU,,27.7,26.5,27.1,,,,,3333.3,18.4501845,Vacuum centrifuge then add 25 uL,,
E1460,Heuchera americana var. hirsuticaulis,,,,Athey 1339,NCU00128872,Laketon; along railroad tracks to north of town.,,KY,Carlisle,36.8432751,-88.9636817,County centroid,,,,,NCU,,12.9,12.3,12.6,,,,,1549.8,39.68253968,Vacuum centrifuge then add 25 uL,,
E1461,Heuchera americana var. hirsuticaulis,,,,Wilson 335,NCU00180882,"Sandy Branch, Carlisle Co.; 7.2 km. WSW Bardwell, 2.4 km. SE Laketon",,KY,Carlisle,36.846,-89.087,SERNEC,,,36.846,-89.087,NCU,,17.1,16.4,16.75,,,,,2060.25,29.85074627,Vacuum centrifuge then add 25 uL,,
E1462,Heuchera americana var. hirsuticaulis,,,,Wilson 1534,NCU00180883,"Sandy Branch, Carlisle Co. 7.0 km SW Bardwell, 3.7 km SE Laketon",,KY,Carlisle,36.836,-89.077,SERNEC,,,36.836,-89.077,NCU,,9.34,8.76,9.05,,,,,1113.15,55.24861878,Vacuum centrifuge then add 25 uL,,
E1463,Heuchera americana var. hirsuticaulis,,,,Wells 3300,NCU00180884,"Rich woods off KY 70, on gravel road in eastern edge of Mammoth Cave National Park, near cave city",USA,KY,Edmonson,36.8432751,-88.9636817,County centroid,,,,,NCU,,10.3,9.85,10.075,,,,,1239.225,49.62779156,Vacuum centrifuge then add 25 uL,,
E1464,Heuchera americana var. brevipetala,,,,Gentry 934,NCU00180886,"Lecompte's Bottom... overlooking Ky. River, near Franklin-Henry Co. line",,KY,Henry,38.364896,-84.880879,SERNEC,,,38.364896,-84.880879,NCU,,9.58,9.18,9.38,,,,,1153.74,53.30490405,Vacuum centrifuge then add 25 uL,,
E1465,Heuchera americana var. brevipetala,,,,Sabed 2,NCU00180887,Bear Camp Road,,KY,Jefferson,38.447983,-85.1191168,County centroid,,,,,NCU,,7.98,7.24,7.61,,,,,936.03,65.70302234,Vacuum centrifuge then add 25 uL,,
E1466,Heuchera longiflora var. longiflora,,,,Sole 15,NCU00180888,"Lilley Cornett Woods Appalachian Ecological Research Station, southwest of Whitesburg near Skyline, about 8 miles south-east of KY 7 on Route 1103",,KY,Letcher,37.075927,-82.981551,SERNEC,,,37.075927,-82.981551,NCU,,1.65,1.42,1.535,,,,,188.805,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1467,Heuchera americana var. americana,,,,Ahles 54504,NCU00180893,"along Rockcastle River, ca. 5 miles west of junction KY. 490 and 75 on 490 east of Livingston",,KY,Rockcastle,37.1208843,-82.8451698,County centroid,,,,,NCU,,4.6,4.15,4.375,,,,,538.125,114.2857143,Vacuum centrifuge then add 25 uL,,
E1468,Heuchera americana var. brevipetala,,,,Mahler 4937,NCU00180899,ca 2 mi W of Tallassee where Hwy 129 leaves Little Tennessee River,,TN,Blount,37.3885959,-84.3254309,County centroid,,,,,NCU,,17.2,15.4,16.3,,,,,2004.9,30.67484663,Vacuum centrifuge then add 25 uL,,
E1469,Heuchera americana var. brevipetala,,,,Furr 586,NCU00180898,"Hwy. 33, 7.2 miles north of Claiborne-Union Co. line",,TN,Claiborne,35.6719722,-83.9314465,County centroid,,,,,NCU,,4.64,4.07,4.355,,,,,535.665,114.8105626,Vacuum centrifuge then add 25 uL,,
E1470,Heuchera americana var. brevipetala,,,,Sharp 23198,NCU00180897,On highway # 130 N W of Tullahoma near Moore Co.,,TN,Coffee,36.4673161,-83.6786377,County centroid,,,,,NCU,,9.35,8.53,8.94,,,,,1099.62,55.92841163,Vacuum centrifuge then add 25 uL,,
E1471,Heuchera americana var. brevipetala,,,,Furr 746,NCU00180896,West of White Bluff on hwy. 70.,,TN,Dickson,35.4906115,-86.069633,County centroid,,,,,NCU,,24.3,22.1,23.2,,,,,2853.6,21.55172414,Vacuum centrifuge then add 25 uL,,
E1472,Heuchera americana var. americana,,,,Shaw s.n.,NCU00439719,"Clarkrange Regional Business Park, International Dr. approximately 0.5 miles east of Norman Rd. and north of Deer Lodge Hwy. A new roadcut southeast of North Prong Clear Fork Creek for a proposed complex.",,TN,Fentress,36.188076,-85.002043,SERNEC,,,36.188076,-85.002043,NCU,,9.62,8.7,9.16,,,,,1126.68,54.58515284,Vacuum centrifuge then add 25 uL,,
E1473,Heuchera americana var. brevipetala,,,,Lazell s.n.,NCU00180894,"along Alto Rd, near Woodland Apts. Sewanee.",,TN,Franklin,36.360098,-84.92623131,County centroid,,,,,NCU,,7.73,7,7.365,,,,,905.895,67.88866259,Vacuum centrifuge then add 25 uL,,
E1474,Heuchera americana var. brevipetala,,,,Furr 337,NCU00180900,2.5 miles from hwy. 11 on Joppa Meth church rd.,,TN,Grainger,35.925206,-86.8689419,County centroid,,,,,NCU,,6.73,6.16,6.445,,,,,792.735,77.57951901,Vacuum centrifuge then add 25 uL,,
E1475,Heuchera americana var. brevipetala,,,,Clark 1760,NCU00181081,0.2 mile n of Raven Point,,TN,Grundy,36.2810821,-83.5107018,County centroid,,,,,NCU,,7.29,6.57,6.93,,,,,852.39,72.15007215,Vacuum centrifuge then add 25 uL,,
E1476,Heuchera americana var. americana,,,,Furr 366,NCU00181082,"0.5 miles N. of Caney Creek embayment of Cherokee Lake, hwy. U.S. 11W",,TN,Hawkins,35.3697894,-85.7106606,County centroid,,,,,NCU,,7.61,6.83,7.22,,,,,888.06,69.25207756,Vacuum centrifuge then add 25 uL,,
E1477,Heuchera americana var. americana,,,,Wells 3286,NCU00181083,"at turnout on US 25-70 near tractor dealership, 2 miles west of I-40 junction",,TN,Jefferson,36.429878,-82.9568899,County centroid,,,,,NCU,,8.13,7.22,7.675,,,,,944.025,65.1465798,Vacuum centrifuge then add 25 uL,,
E1478,Heuchera americana var. americana,,,,Mahler 4585,NCU00181084,"bank of Watauga Lake, on Hwy 67, S side of Butler. Cherokee National Forest.",,TN,Johnson,47.7325289,-123.6328565,County centroid,,,,,NCU,,6.01,5.5,5.755,,,,,707.865,86.88097307,Vacuum centrifuge then add 25 uL,,
E1479,Heuchera americana var. brevipetala,,,,Furr 276,NCU00181085,"U.T. farm behind U.T. hospital next to ""swamp""",,TN,Knox,36.443004,-81.8434683,County centroid,,,,,NCU,,6.37,5.73,6.05,,,,,744.15,82.6446281,Vacuum centrifuge then add 25 uL,,
E1480,Heuchera americana var. americana,,,,Clark 1737,NCU00181088,Fiery Gizzard Gorges; ca. 0.5 mile ssw of Anderson Point,,TN,Marion,35.9859998,-83.9375598,County centroid,,,,,NCU,,3.72,3.41,3.565,,,,,438.495,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1481,Heuchera americana var. americana,,,,Furr 6,NCU00181089,"Between Tellico Plains and North River deer checking station. Right of rd., 305m",,TN,Monroe,35.1507807,-85.617868,County centroid,,,,,NCU,,4.1,3.69,3.895,,,,,479.085,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1482,Heuchera americana var. brevipetala,,,,Hess 1150,NCU00181090,1/2 mi. s. from junction of U.S. 129 on St. Hwy. 72.,,TN,Monroe,35.4397238,-84.239964,County centroid,,,,,NCU,,4.51,4.26,4.385,,,,,539.355,114.0250855,Vacuum centrifuge then add 25 uL,,
E1483,Heuchera americana var. americana,,,Ocoee river gorge plant -- hairy,Wells 3308,NCU00181091,"on US 64, on north side of Ocoee River immediately east of Caney Creek",,TN,Polk,35.4397238,-84.239964,County centroid,,,,,NCU,,6.03,5.7,5.865,,,,,721.395,85.2514919,Vacuum centrifuge then add 25 uL,,
E1484,Heuchera americana var. americana,,,,Furr 322,NCU00181092,"Hwy. U.S. 64 along Ocoee River, 5.7 miles east of Bridge",,TN,Polk,35.1269463,-84.5303524,County centroid,,,,,NCU,,4.18,4.01,4.095,,,,,503.685,122.1001221,Vacuum centrifuge then add 25 uL,,
E1485,Heuchera americana var. americana,,,,Furr 336,NCU00204728,0.8 miles N. of hwy. junction 61-62 in Oliver Springs along hwy. 61,,TN,Roane,35.1269463,-84.5303524,County centroid,,,,,NCU,,11,10.4,10.7,,,,,1316.1,46.72897196,Vacuum centrifuge then add 25 uL,,
E1486,Heuchera americana var. americana,,,,Furr 292,NCU00181093,0.5 miles east of GSMNP bound[ary]. on Big Cove rd. along Indian Creek,,TN,Swain,35.84857,-84.5225522,County centroid,,,,,NCU,,1.51,1.45,1.48,,,,,182.04,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1487,Heuchera americana var. americana,,,,Ahles 54424,NCU00181094,Nolichucky River on Tenn. 107 ca. 3 miles southwest of Erwin,,TN,Unicoi,36.3967451,-84.519939,County centroid,,,,,NCU,,3.94,3.79,3.865,,,,,475.395,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1488,Heuchera americana var. americana,,,,Furr 266,NCU00181095,"Hwy. 61, 1 mile from entrance to Big Ridge State Park.",,TN,Union,36.1072175,-82.444068,County centroid,,,,,NCU,,5.86,5.63,5.745,,,,,706.635,87.03220191,Vacuum centrifuge then add 25 uL,,
E1489,Heuchera americana var. americana,,,,Wells 3356,NCU00181096,"** check Inconsistency sheet**Rich rocky woods at Thunder Ridge, along Appalchian Trail, on Blue Ridge Parkwat north of Pe of otter ",USA,VA,Botetourt,36.2979687,-83.8451468,County centroid,,,,,NCU,,8.66,8.53,8.595,,,,,1057.185,58.1733566,Vacuum centrifuge then add 25 uL,,
E1490,Heuchera americana var. americana,,,,Wells 3292,NCU00181097,"Rocky roadside and red oak woods on VA 43 off Blue Ridge Parkway, 4 miles south of Buchanan",USA,VA,Botetourt,37.5520825,-79.8029569,County centroid,,,,,NCU,,10.4,10,10.2,,,,,1254.6,49.01960784,Vacuum centrifuge then add 25 uL,,
E1491,Heuchera americana var. americana,,,,Kirkland 23220,NCU00181098,"Route 634, 4 mi NE off Route 58, Brunswick County Lake.",,VA,Brunswick,37.5520825,-79.8029569,County centroid,,,,,NCU,,11.9,11.5,11.7,,,,,1439.1,42.73504274,Vacuum centrifuge then add 25 uL,,
E1492,Heuchera americana var. americana,,,,Ramsey 7535,NCU00181099,1 mile n.e. of county line on Co. Rd. 605.,,VA,Buckingham,36.7788996,-77.8670883,County centroid,,,,,NCU,,6.45,6.47,6.46,,,,,794.58,77.3993808,Vacuum centrifuge then add 25 uL,,
E1493,Heuchera americana var. americana,,,,Howell 16501,NCU00181100,4 miles SW of [illegible],,VA,Buckingham,37.5558826,-78.5547172,County centroid,,,,,NCU,,12.8,12.6,12.7,,,,,1562.1,39.37007874,Vacuum centrifuge then add 25 uL,,
E1494,Heuchera americana var. americana,,,,Ware 4210,NCU00181101,"on E side of Lake Charles, about 0.2 mi. N of dam; Camp Weyanoke, P.O. Barnetts.",,VA,Charles City,37.5558826,-78.5547172,County centroid,,,,,NCU,,22,21.9,21.95,,,,,2699.85,22.77904328,Vacuum centrifuge then add 25 uL,,
E1495,Heuchera americana var. americana,,,,Bradley 6826,NCU00181104,Kirby Rd. and Pimmit Run,,VA,Fairfax,37.3705777,-77.0605098,County centroid,,,,,NCU,,18.5,18.3,18.4,,,,,2263.2,27.17391304,Vacuum centrifuge then add 25 uL,,
E1496,Heuchera americana var. americana,,,,Diggs 226,NCU00181105,"near the East Fork of Kent Branch, 3/4 mile south of the Rt. 629 bridge",,VA,Fluvanna,38.8462236,-77.3063733,County centroid,,,,,NCU,,11.9,11.7,11.8,,,,,1451.4,42.37288136,Vacuum centrifuge then add 25 uL,,
E1497,Heuchera pubescens,,,,Weiboldt 8150,NCU00181106,"in gab of Grassy Fork; About 1.3 km below ford on St. Rt. 619 and 2.4 km SE of Snow Creek, Va.",,VA,Franklin,37.8488527,-78.2789994,County centroid,,,,,NCU,,16.1,15.9,16,,,,,1968,31.25,Vacuum centrifuge then add 25 uL,,
E1498,Heuchera americana var. americana,,,,Wells 3363,NCU00181107,"Along St. Rd. 613, ""Short Cut to Pembroke"" from Mountain Lake.",,VA,Giles,37.0527719,-79.8813093,County centroid,,,,,NCU,,30.8,30.7,30.75,,,,,3782.25,16.2601626,Vacuum centrifuge then add 25 uL,,
E1499,Heuchera americana var. americana,,,,Kimsey 122,NCU00181108,Rt. 644,,VA,Goochland,37.3088528,-80.7098781,County centroid,,,,,NCU,,23.1,22.9,23,,,,,2829,21.73913043,Vacuum centrifuge then add 25 uL,,
E1500,Heuchera americana var. americana,,,,Massey 4014,NCU00181111,4.5 mi. SW of Dryburg on Co. Rt. 716,,VA,Halifax,37.7204342,-77.8837984,County centroid,,,,,NCU,,17.7,17.5,17.6,,,,,2164.8,28.40909091,Vacuum centrifuge then add 25 uL,,
E1501,Heuchera americana var. americana,,,,Ramsey 4173,NCU00181109,below bridge over Staunton River on Hwy. 501 two miles south of Brookneal,,VA,Halifax,36.747244,-78.9425634,County centroid,,,,,NCU,,5.71,5.56,5.635,,,,,693.105,88.73114463,Vacuum centrifuge then add 25 uL,,
E1502,Heuchera americana var. americana,,,,Boufford 13886,NCU00181110,Area between the railroad tracks and the Hyco River on the east side of US route 501 ca. 2.6 miles north of the North Carolina state line.,,VA,Halifax,36.747244,-78.9425634,County centroid,,,,,NCU,,12.7,12.6,12.65,,,,,1555.95,39.5256917,Vacuum centrifuge then add 25 uL,,
E1503,Heuchera americana var. americana,,,,Wells 3291,NCU00181113,At top of north-facing slope on South Anna River at US 1,,VA,Hanover,36.747244,-78.9425634,County centroid,,,,,NCU,,13.8,13.6,13.7,,,,,1685.1,36.49635036,Vacuum centrifuge then add 25 uL,,
E1504,Heuchera americana var. americana,,,,Dougherty s.n.,NCU00181115,on U. of Richmond Campus,,VA,Richmond City,37.744783,-77.4464165,County centroid,,,,,NCU,,14.3,14.1,14.2,,,,,1746.6,35.21126761,Vacuum centrifuge then add 25 uL,,
E1505,Heuchera americana var. americana,,,,Wells 3294,NCU00181116,"James River between Banns Church and Smithfield, at Old Fort Boykin",,VA,Isle of Wright,,,,,,,,NCU,,9.17,9.72,9.445,,,,,1161.735,52.93806247,Vacuum centrifuge then add 25 uL,,
E1506,Heuchera americana var. americana,,,,Borans 201,NCU00181118,"north of Strawberry Plains Crossing; The College Woods, The College of William and Mary",,VA,James City,,,,,,,,NCU,,7.52,7.69,7.605,,,,,935.415,65.74621959,Vacuum centrifuge then add 25 uL,,
E1507,Heuchera americana var. americana,,,,Gillespie 635,NCU00181122,"on south side of Co. Rte. 608, 0.5 mile west of junction of Co. Rte. 608 and Co. Rte. 609",,VA,New Kent,37.3211485,-50.8285411,County centroid,,,,,NCU,,13.5,13.4,13.45,,,,,1654.35,37.17472119,Vacuum centrifuge then add 25 uL,,
E1508,Heuchera americana var. americana,,,,Mikula 5348,NCU00181123,NW of Big Meadows Camp,,VA,Page,37.4974701,-76.9990453,County centroid,,,,,NCU,,13.7,13.6,13.65,,,,,1678.95,36.63003663,Vacuum centrifuge then add 25 uL,,
E1509,Heuchera americana var. hispida,,,,Mikula 6107,NCU00181124,2 mi. E of Vesta,,VA,Patrick,38.6002354,-78.5016516,County centroid,,,,,NCU,,4.59,4.52,4.555,,,,,560.265,109.7694841,Vacuum centrifuge then add 25 uL,,
E1510,Heuchera americana var. americana,,,,Corcoran 296,NCU00181126,"on the banks of the stream that flows into the James River, 1 mile east of Fine Creek.",,VA,Powhatan,36.6818706,-80.284636,County centroid,,,,,NCU,,17.1,16.7,16.9,,,,,2078.7,29.58579882,Vacuum centrifuge then add 25 uL,,
E1511,Heuchera americana var. americana,,,,Mikula 5516,NCU00181127,bluffs along river; SE of Claremont,,VA,Surry,37.5531622,-77.9112655,County centroid,,,,,NCU,,3.17,3.11,3.14,,,,,386.22,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1512,Heuchera americana var. americana,,,,Wells 3295,NCU00181128,"1 mile west of park gate on VA 633, near Chippokes Plantation State Park.",,VA,Surry,37.1118778,-76.895924,County centroid,,,,,NCU,,4.84,4.74,4.79,,,,,589.17,104.3841336,Vacuum centrifuge then add 25 uL,,
E1513,Heuchera americana var. americana,,,,Fur 439,NCU00181129,"Along hwy. 19-58A, 5.3 miles s.e. of 19-58A junction.",,VA,Washington,37.1118778,-76.895924,County centroid,,,,,NCU,,15.5,15.4,15.45,,,,,1900.35,32.36245955,Vacuum centrifuge then add 25 uL,,
E1514,Heuchera americana var. americana,,,,Salle 324,NCU00181130,"ca. 1/2 mi. east of Indian Field Creek, ca. 200 yd. from road along southern side of Yorktown Colonial Parkway",,VA,York,36.740236,-81.9421666,County centroid,,,,,NCU,,11.2,11.1,11.15,,,,,1371.45,44.84304933,Vacuum centrifuge then add 25 uL,,
E1515,Heuchera americana var. calycosa,,,,Massey 4627,NCU00181131,3 mi. W of Trenton on HW 65,,AL,Jackson,37.2230374,-76.5156945,County centroid,,,,,NCU,,7.59,7.57,7.58,,,,,932.34,65.96306069,Vacuum centrifuge then add 25 uL,,
E1516,Heuchera americana var. calycosa,,,,Lelong 4564,NCU00181132,along North Fork River; about 5 mi. SW of Hackleburg off Hwy. 43.,,AL,Marion,34.7692447,-85.9867941,County centroid,,,,,NCU,,19,18.9,18.95,,,,,2330.85,26.38522427,Vacuum centrifuge then add 25 uL,,
E1517,Heuchera americana var. brevipetala,,,,Tucker 4003,NCU00128865,"N of Hagarville, along Peters Branch",,AR,Johnson,34.1128132,-87.8544031,County centroid,,,,,NCU,,9.7,9.76,9.73,,,,,1196.79,51.38746146,Vacuum centrifuge then add 25 uL,,
E1518,Heuchera americana var. brevipetala,,,,Merrill 1844,NCU00128866,"ARKANSAS RIVER VALLEY PROVINCE: Vicinity of CCC Camp Robinson, 2 to 4 miles of North Little Rock, 76 - 85m",,AR,Pulaski,35.5600697,-93.4550108,County centroid,,,,,NCU,,--,--,#DIV/0!,,,,,#DIV/0!,#DIV/0!,Vacuum centrifuge then add 25 uL,,
E1519,Heuchera americana var. brevipetala,,,,Younors s.n.,NCU00181133,Blue springs,,GA,Bulloch,34.7550166,-92.3003472,County centroid,,,,,NCU,,14.3,14.3,14.3,,,,,1758.9,34.96503497,Vacuum centrifuge then add 25 uL,,
E1520,Heuchera americana var. brevipetala,,,,Thieret 22647,NCU00181134,"Extreme NE corner of section 23, T. 21 N, R. 15 W. ca. 4.5 miles NW of Belcher",,LA,Caddo,32.3846338,-81.744832,County centroid,,,,,NCU,,13.6,13.4,13.5,,,,,1660.5,37.03703704,Vacuum centrifuge then add 25 uL,,
E1521,Heuchera americana var. brevipetala,,,,Windler 3822,NCU00181135,"Near the intersection of Cromwell Bridge Road, and Satyr Hill Road.",,MD,Baltimore,35.131317,-98.3797949,County centroid,,,,,NCU,,11.5,11.6,11.55,,,,,1420.65,43.29004329,Vacuum centrifuge then add 25 uL,,
E1522,Heuchera americana var. americana,,,,Hickey 348,NCU00181136,"Catoctin Mountain Park [map of locality on label], 472m",,MD,Frederick,39.2908816,-76.610759,County centroid,,,,,NCU,,13.1,13.2,13.15,,,,,1617.45,38.02281369,Vacuum centrifuge then add 25 uL,,
E1523,Heuchera americana var. brevipetala,,,,Richards 3790,NCU00142730,"2 1/2 miles south of Jonesboro, Ark. Craighead Forest. Crowley's Ridge.",,AR,Craighead,39.415779,-77.4127562,County centroid,,,,,NCU,,7.92,7.9,7.91,,,,,972.93,63.21112516,Vacuum centrifuge then add 25 uL,,
E1524,Heuchera americana var. hirsuticaulis,,,,Demaree 33248,NCU00092970,Arkansas State College. Farm. P.O. Staten College.,,AR,Craighead,35.8348413,-90.6441144,County centroid,,,,,NCU,,19.2,18.9,19.05,,,,,2343.15,26.24671916,Vacuum centrifuge then add 25 uL,,
E1525,Heuchera americana var. hirsuticaulis,,,,Demaree 5138,NCU00092973,Banks of Arkansas River. P.O. Ozark,,AR,Franklin,35.8348413,-90.6441144,County centroid,,,,,NCU,,12.5,12.4,12.45,,,,,1531.35,40.16064257,Vacuum centrifuge then add 25 uL,,
E1526,Heuchera americana var. hirsuticaulis,,,,Stephens 10575,NCU00092972,"1 mi. E. Mulberry, East bank of Mulberry River",,AR,Franklin,35.5110075,-93.8864847,County centroid,,,,,NCU,,8.25,8.3,8.275,,,,,1017.825,60.42296073,Vacuum centrifuge then add 25 uL,,
E1527,Heuchera americana var. hirsuticaulis,,,,Hardin 634,NCU00092971,"between Fly Gap and Cass, 549m",,AR,Franklin,35.5110075,-93.8864847,County centroid,,,,,NCU,,28.9,28.6,28.75,,,,,3536.25,17.39130435,Vacuum centrifuge then add 25 uL,,
E1528,Heuchera americana var. hirsuticaulis,,,,Tucker 4252,NCU00092975,2 mi. S of Jasper,,AR,Newton,35.5110075,-93.8864847,County centroid,,,,,NCU,,8.75,8.88,8.815,,,,,1084.245,56.72149745,Vacuum centrifuge then add 25 uL,,
E1529,Heuchera americana var. hirsuticaulis,,,,Iltis 5477,NCU00092974,"OZARK PLATEAU: BOSTON MOUNTAINS: along ""Big Creek"" at VENDOR, about 6 mi. ESE of Jasper, 366m",,AR,Newton,35.943319,-93.070165,SERNEC,,,35.943319,-93.070165,NCU,,27.4,27.1,27.25,,,,,3351.75,18.34862385,Vacuum centrifuge then add 25 uL,,
E1530,Heuchera americana var. hirsuticaulis,,,,Merill 1952,NCU00092976,"Arkansas River Valley; vicinity of Little Rock, 76 - 152m",,AR,Pulaski,35.918468,-93.2273047,County centroid,,,,,NCU,,2.93,3.15,3.04,,,,,373.92,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1531,Heuchera americana var. hirsuticaulis,,,,Hawkins 385,NCU00142731,T19N-R1W-S9,,AR,Randolph,36.306896,-91.085753,SERNEC,,,36.306896,-91.085753,NCU,,16.4,16.8,16.6,,,,,2041.8,30.12048193,Vacuum centrifuge then add 25 uL,,
E1532,Heuchera americana var. hirsuticaulis,,,,Furr 649,NCU00092977,Near junction of hwys. U.S. 65 & Ark. 74,,AR,Searcy,36.3412315,-91.0387017,County centroid,,,,,NCU,,11.3,11.3,11.3,,,,,1389.9,44.24778761,Vacuum centrifuge then add 25 uL,,
E1533,Heuchera americana var. hirsuticaulis,,,,Redfearn 31682,NCU00128867,Vicinity of Gunner Pool Recreation Area. Ozark National Forest.,,AR,Stone,35.995665,-92.297486,SERNEC,,,35.995665,-92.297486,NCU,,13.1,13.2,13.15,,,,,1617.45,38.02281369,Vacuum centrifuge then add 25 uL,,
E1534,Heuchera americana var. hirsuticaulis,,,,Demaree 49855,NCU00092978,"P.O. Shirley, 183m",,AR,Van Buren,35.8317159,-92.1747633,County centroid,,,,,NCU,,14,14.2,14.1,,,,,1734.3,35.46099291,Vacuum centrifuge then add 25 uL,,
E1535,Heuchera americana var. hirsuticaulis,,,,Hughes 76,NCU00092981,Along stream 2 miles northwest of Farmington,,AR,Washington,35.5759086,-92.4916144,County centroid,,,,,NCU,,16.3,16.5,16.4,,,,,2017.2,30.48780488,Vacuum centrifuge then add 25 uL,,
E1536,Heuchera americana var. hirsuticaulis,,,,Wells 3301,NCU00092986,"Rocky woods near campground area D, on Green River road to boat landing, Mammoth Cave National Park.",,KY,Edmonson,35.9672625,-94.2280656,County centroid,,,,,NCU,,12.4,12.6,12.5,,,,,1537.5,40,Vacuum centrifuge then add 25 uL,,
E1537,Heuchera americana var. hirsuticaulis,,,,Windler 2497,NCU00092991,near Junction of US 62 and Ky. 917,,KY,Livingston,37.1999181,-86.2206738,County centroid,,,,,NCU,,7.89,8.2,8.045,,,,,989.535,62.15040398,Vacuum centrifuge then add 25 uL,,
E1538,Heuchera americana var. hirsuticaulis,,,,Ellis 01089,NCU00092982,"Land between the lakes, 0.5 miles east of marker 4D2 on Brandon Chapel Road",,KY,Lyon,37.1898627,-88.3343825,County centroid,,,,,NCU,,2.36,2.3,2.33,,,,,286.59,Use whole sample,Vacuum centrifuge then add 25 uL,,
E1539,Heuchera americana var. hirsuticaulis,,,,Ellis 01338,NCU00092987,"Land between the lakes, 1 miles south of marker 5F3 and Ky. 453. Oakland area between oak-hickory woodland and raod",,KY,Trigg,36.9981232,-88.0658149,County centroid,,,,,NCU,,14.9,15.3,15.1,,,,,1857.3,33.11258278,Vacuum centrifuge then add 25 uL,,
E1540,Heuchera americana var. hirsuticaulis,,,,Ellis 01393,NCU00092983,"Land between the lakes, 1 mile west of Ky. 453 and marker 6J4 on Colson Creek Road",,KY,Trigg,36.7949221,-87.8782433,County centroid,,,,,NCU,,10.3,10.2,10.25,,,,,1260.75,48.7804878,Vacuum centrifuge then add 25 uL,,
E1541,Heuchera americana var. americana,,,Hairy like Ocoee Gorge material,Parrish 40,NCU00092996,"About 5.5 miles northeast of Newington, Ga. in the Blue Springs are.l from the Blue Springs Methodist Church go 2.1 miles east, northeast and then southeast (bear to the right at the bottom of the bluff) to the dead end at the Public Boat Landing on the Savannah River",,GA,Screven,36.7949221,-87.8782433,County centroid,,,,,NCU,,15.4,15.7,15.55,,,,,1912.65,32.15434084,Vacuum centrifuge then add 25 uL,,
E1542,Heuchera americana var. americana,,,,Park s.n.,NCU00092992,Blue Springs,,GA,Screven,32.7623379,-81.6272037,County centroid,,,,,NCU,,24.1,23.8,23.95,,,,,2945.85,20.87682672,Vacuum centrifuge then add 25 uL,,
E1543,Heuchera americana var. hirsuticaulis,,,,Clebsch s.n.,NCU00092988,Mark's Slough,,TN,Montgomery,36.439722,-87.296667,SERNEC,,,36.439722,-87.296667,NCU,,25,24.7,24.85,,,,,3056.55,20.12072435,Vacuum centrifuge then add 25 uL,,
